,textOriginal,cluster
2788,"I have been unemployed for 3+ years after college (2020)  I applied for jobs like customer service, data entry operator, assistant teacher, and bakery shop staff, secretary operator none of the companies selected me it was because my English speaking was weak made me anxious thought how come my English must be bad if I have studied English medium school for 12 years I spent my half-life just a waste of time. It is devastating seeing people around me achieving their goals but I am all the way below and that made me give up. I can't express my feelings to my surroundings because somehow those people would gossip about my weakness and would talk behind my back. Then a year ago I imagined myself being dressed like a supermodel I thought about what would happen if I became an actress then something came to my earlier school years I acted once as a grandma on the theatre stage in my own mother tongue where all my friends and the audience were happy to see my wonderful act performance on the stage  that I have shown them my parents friend came up to me with lots of ""wow my girl you did an amazing job there"" thanks to all my teachers who helped me that day❤, now I feel  I want to become an international actress working in Hollywood industries when I think of it, I feel worried about  my accent in English, my race, and my physique not making it through that when negative thoughts come to me for not being what is meant for me and that's where it stops me keeps me behind, I don't want become popular or have tons of worth properties or money, i just want to help myself and if that helped me i would love  to help everyone welcoming  everyone that its okay you have got to accept the pain in good way like not giving up yourself thank for this wonderful video love your content
who ever has read my comment I would love to share a quote from Michael Jordan “If you quit ONCE it becomes a habit. Never quit!!!”
lots of love everyone tc🥰🤩",1
2789,Yes we need more classes please,1
2790,English is really crazy language😲😲,4
2797,I am from India🇮🇳,4
2798,"Do you know Indian English
Truck:- lorry 
Candy:- choculatu
Cookie:- biscoot
Sweater:- sweeter
Eggplant:- brinjal",0
2799,"American - eggplant
British - Aubergine
Others - brinjal

*Me - Penis*",2
2801,"1. owface
2. awface
3. umface
4. hmface
5. haface
6. heface",3
2802,"Money
Lorry
Shoe
Plaster 
Fries",0
2806,last one : D**k for both,3
2808,"Lorry
Candy
Cookie
Sweater 😅",0
2809,Me Cucumber 🥒,0
2810,Im afraid of speaking english in front of my family😢,4
2811,"We speak Indian english❤
👇🏻",4
2812,Tipping culture is also weird like I only came for the food and the restaurant should be responsible for the salary.,3
2813,Cannot 💀,3
2814,How can I improve listening,1
2816,"Truck
Lollies
Biscuits
Jumper
Eggplant",0
2819,i will teach you how you and me make inosation to give new one succor,1
2820,South Africa,3
2821,"I say band-aids, I have never called a band-aid a plaster",3
2823,Thanks dear 😘marina. love  and Respect  from Afghanistan ❤,1
2824,I speak Indian because this🍬tofee for me😂😢😅,4
2825,American english,4
2826,American,4
2830,You don't even sound American,4
2831,"American English: sweater
British English: jumper 
Me: over sized shirt😅",4
2832,you would definitely need time to memorize the words and use then that will cost you time. 7minutes won't be enough. for 5 words i guess you can reduce the number of words.,1
2833,"Hello, Marina you provide your lesson excellant, I'm learning English watching your video, thank you so much for this. You say, you lived in St. Peterburg. Do you know Russian?",1
2835,I speak English so basically Australia British so I got all them correct,4
2836,can u make filipino with russain pls,3
2837,I was mixed at the cookie/biscuit one..,0
2840,I love the way you sharing,1
2841,American,4
2842,I love in South Africa. I'm insulted if.,3
2844,"American - eggplant
British - aubergine
Indian- brinjal",2
2846,"I dare talk, you are amazing teacher forme .❤",1
2847,This meditation inspired me a lot thanks marina for you are effort and kindness from today I set my mind ❤️🫶🏾,1
2848,Now I suddenly realised that why my mother's says only British English 😮😮😮,4
2849,I am learning English because I want to connect this world 🌎,1
2850,idk y but i can understand what u saying then other english speaker. thank u for making this video,1
2852,"Truck, sweetie, cookie, sweater, baigan. I am NOT American.",0
2853,I'm from Timor-Leste and I have been teaching English for many years and still confused on this preposition but when I watched this video it can help lots about prepositions for location,1
2854,"Zucchini in america and courgette in Great britian  


Me as a Indian- cucumber💀💀",0
2855,We are 🇮🇳🇮🇳,3
2856,Thanks alot for your sacrificing lingua marina your vedioes is help full and motivated to every language learner not just in english learners i was struggling english for the last yrs in my life for seeking perfection but after today I'll keep trying for easily communication and enjoying the process i wish ill achieve my goal as soon as possible 😊,1
2857,Thanks for teaching us 😁❤❤,1
2858,I have learned many many things from you ❤❤😊,1
2859,You are my best teacher 😮❤,1
2860,"Zephaniah 2:3
 
“Seek ye the LORD, all ye meek of the earth, which have wrought his judgment; seek righteousness, seek meekness: it may be ye shall be hid in the day of the LORD'S anger.”

King James Version (KJV)",3
2863,"😊hey r u all from us nd uk??

M from India 😊
Nice to meet u all here

Do u all know Hindi ??

And do u all listen India Bollywood songs??

I love Bollywood songs and i also use to upload youtube shorts on this 😊

Before I have started uploading daily use hindi sentences in english but very few were watching so 😅😅I have started uploading act of mine on Bollywood songs 😅😅

I would love to invite you all on my channel 😁

And can suggest whatever knowledge u would like to learn,i will love to make the video for the same😊",1
2864,I watching your video before 2 n 3 month. Your video is very usefull. Thanks for make a video.,1
2865,Basic is always proper.....than advance!!,1
2866,"No, i speak Australian English",4
2867,I hope i can working in south Korea,1
2868,American,4
2869,she are a international school student,1
2870,cookies and biscuits are two completely different foods.,0
2871,"Americans: candy 
British: sweets 

Australian: lollies",0
2872,Eggplant Is not what I said i said d*ck,2
2873,We say lollies where im liveing,0
2874,"Very exceptional video dear babe...
I watched this video but I felt so profoundly gleeful after watched this video...",1
2875,You are right!,3
2876,"Thank you so much.
Glad to hear your voice...
Me from Bangladesh",1
2877,Nobody actually cares tbh tho,3
2878,"Why I’m still failed to have British accent when I’m trying hard? 
Working at call center, many brits made fun of my Asian Indian accent and I was working hard to have British accent. 
I’m really struggling although my English language is clear means spoken. 
May be everyone has different vocal cords. I simply can’t adapt the accent but u want to.",4
2879,"I also noticed: water - ""wodder""?",3
2880,"Here in Rio de Janeiro are 20:20 Pm  Sunday,September 24 ,2023. Marina you're the best Always,see you again soon bye bye !",1
2881,"I say ""baby pig"" You say
Me: peppa pig 
With full confidence 😎😂",0
2884,Yes we learn these words in childhood in india,0
2886,"Truck 🛻 
Lolly 🍬 
Cookie 🍪
Jumper or sweater 
Eggplant 🍆 

Edit:I couldn’t find the emoji for the jumper or sweater",0
2887,"Thank u now I know, I'm B1.
'Preciate it.",1
2888,Please help me! I need to enter STANDFORD UNIVERSITY ❤,1
2889,And why r Americans arguing with us abt the English language when is brits made it,4
2890,No British person actually calls it a dust bin it’s just bin,0
2891,American wa-duh British  bOtTlE oF wAtEr,4
2892,Please dont promote all this,1
2894,You shouldve grabbed the knife and hold it like a serial killer at the endd,3
2895,we call it lollie in australia,0
2896,You call cookies biscuits 😭 ??????!!!!!!,0
2898,Meanwhile me loving the shade of her lipstick😅 ❤.,3
2899,In French it’s also aubergine,2
2900,This meditation was inspiring! Thanks a lot!,1
2901,"I love you Marina, you are very simple and always smiling i'm learning English and smiling from you.. Big ❤ from Iraq 🌹🌹I'm proud of you 😊",1
2904,"American:sweater
British:jumper





Me:hoodie",4
2905,I speak Indian English 😊,4
2907,American: sneakers British: trainers me shoes,4
2908,America: Bill British: note me: money,4
2910,Me who got all of them american as an romanian who learns british english 💀,4
2914,I'm Indian but I also said cucumber and I got the all other as British,0
2915,I speak american english,4
2916,Any body wants a friend 😄,3
2917,i live in england my parrents are from england  but  ony 1 is what i do say,4
2919,Thanks Ma'am,1
2921,Very clear 😊,3
2922,I love you so much you are very talented teacher for me,1
2923,All the best for your small and big success in your future.,1
2925,Half british half american😂😂,4
2926,It is not eggplant it is anus😂😂,2
2927,both,3
2928,"i was in culinary class and i looked at the ingredients and i was like… what the fuck is this aubergine? is it, what? yeah and my teacher told me that that’s the british way",2
2929,It is brinjal 🍆,3
2930,american eggplant british aubergine thai makueayarj,2
2932,"Mine was: 
1truck 
2 lolly
3 chips 
4 sweater/jacket
5 eggplant",0
2933,My school is supposed to teach us british eng but for some fucking reason i called the first one cucumber 2nd flashlight 3rd trash can 4th gas station 5th cell phone-,0
